"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-11","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.3","","","","1"
"2015-12","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.3","","","","1"
"2016-01","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.5","","","","1"
"2016-02","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.6","","","","1"
"2016-03","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.6","","","","1"
"2016-04","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.3","","","","1"
"2016-05","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.1","","","","1"
"2016-06","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.9","","","","1"
"2016-07","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.9","","","","1"
"2016-08","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.6","","","","1"
"2016-09","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.6","","","","1"
"2016-10","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.7","","","","1"
"2016-11","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.0","","","","1"
"2016-12","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","6.0","","","","1"
"2017-01","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.8","","","","1"
"2017-02","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.5","","","","1"
"2017-03","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.4","","","","1"
"2017-04","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.3","","","","1"
"2017-05","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.5","","","","1"
"2017-06","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.3","","","","1"
"2017-07","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.3","","","","1"
"2017-08","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.0","","","","1"
"2017-09","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.0","","","","1"
"2017-10","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2017-11","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2017-12","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.8","","","","1"
"2018-01","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.8","","","","1"
"2018-02","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.7","","","","1"
"2018-03","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.8","","","","1"
"2018-04","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2018-05","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2018-06","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.0","","","","1"
"2018-07","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.0","","","","1"
"2018-08","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.1","","","","1"
"2018-09","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.7","","","","1"
"2018-10","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.5","","","","1"
"2018-11","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.3","","","","1"
"2018-12","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.4","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.6","","","","1"
"2019-02","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.6","","","","1"
"2019-03","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.6","","","","1"
"2019-04","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.6","","","","1"
"2019-05","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.6","","","","1"
"2019-06","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.5","","","","1"
"2019-07","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.5","","","","1"
"2019-08","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.7","","","","1"
"2019-09","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.8","","","","1"
"2019-10","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2019-11","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2019-12","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.9","","","","1"
"2020-01","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.8","","","","1"
"2020-02","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","4.8","","","","1"
"2020-03","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","5.6","","","","1"
"2020-04","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","7.8","","","","1"
"2020-05","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","10.7","","","","1"
"2020-06","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","12.7","","","","1"
"2020-07","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","12.5","","","","1"
"2020-08","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","11.6","","","","1"
"2020-09","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","10.0","","","","1"
"2020-10","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","9.0","","","","1"
"2020-11","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","7.8","","","","1"
"2020-12","British Columbia","2016A000259","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446346","42.5.1.1","7.4","","","","1"
"2014-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.9","","","","1"
"2014-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.5","","","","1"
"2014-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.6","","","","1"
"2014-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.1","","","","1"
"2014-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.7","","","","1"
"2015-01","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.0","","","","1"
"2015-02","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.6","","","","1"
"2015-03","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.0","","","","1"
"2015-04","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.4","","","","1"
"2015-05","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.0","","","","1"
"2015-06","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.8","","","","1"
"2015-07","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.4","","","","1"
"2015-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.5","","","","1"
"2015-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.5","","","","1"
"2015-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.5","","","","1"
"2015-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.7","","","","1"
"2015-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.5","","","","1"
"2016-01","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","7.2","","","","1"
"2016-02","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","7.9","","","","1"
"2016-03","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.2","","","","1"
"2016-04","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.5","","","","1"
"2016-05","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.8","","","","1"
"2016-06","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.2","","","","1"
"2016-07","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.2","","","","1"
"2016-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","7.7","","","","1"
"2016-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","7.4","","","","1"
"2016-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","7.7","","","","1"
"2016-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.3","","","","1"
"2016-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.1","","","","1"
"2017-01","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","7.3","","","","1"
"2017-02","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.6","","","","1"
"2017-03","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.1","","","","1"
"2017-04","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.1","","","","1"
"2017-05","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.7","","","","1"
"2017-06","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.3","","","","1"
"2017-07","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.4","","","","1"
"2017-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.9","","","","1"
"2017-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.4","","","","1"
"2017-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.8","","","","1"
"2017-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.0","","","","1"
"2017-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.1","","","","1"
"2018-01","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.4","","","","1"
"2018-02","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.7","","","","1"
"2018-03","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.3","","","","1"
"2018-04","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.0","","","","1"
"2018-05","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.2","","","","1"
"2018-06","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.7","","","","1"
"2018-07","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.7","","","","1"
"2018-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.8","","","","1"
"2018-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.5","","","","1"
"2018-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.8","","","","1"
"2018-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.0","","","","1"
"2018-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.4","","","","1"
"2019-01","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.2","","","","1"
"2019-02","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.5","","","","1"
"2019-03","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.0","","","","1"
"2019-04","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.3","","","","1"
"2019-05","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.2","","","","1"
"2019-06","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.3","","","","1"
"2019-07","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.3","","","","1"
"2019-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.4","","","","1"
"2019-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.1","","","","1"
"2019-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.1","","","","1"
"2019-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","3.8","","","","1"
"2019-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.2","","","","1"
"2020-01","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.2","","","","1"
"2020-02","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.3","","","","1"
"2020-03","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","5.9","","","","1"
"2020-04","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.1","","","","1"
"2020-05","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","9.6","","","","1"
"2020-06","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","10.2","","","","1"
"2020-07","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","10.0","","","","1"
"2020-08","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","9.0","","","","1"
"2020-09","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","8.0","","","","1"
"2020-10","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","6.2","","","","1"
"2020-11","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.7","","","","1"
"2020-12","Kelowna, British Columbia","2011S0503915","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446360","43.5.1.1","4.5","","","","1"
"2014-08","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","8.2","","","","1"
"2014-09","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.7","","","","1"
"2014-10","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.4","","","","1"
"2014-11","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.1","","","","1"
"2014-12","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.7","","","","1"
"2015-01","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.9","","","","1"
"2015-02","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.9","","","","1"
"2015-03","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.1","","","","1"
"2015-04","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.2","","","","1"
"2015-05","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.7","","","","1"
"2015-06","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.5","","","","1"
"2015-07","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.5","","","","1"
"2015-08","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.0","","","","1"
"2015-09","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.2","","","","1"
"2015-10","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.8","","","","1"
"2015-11","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.1","","","","1"
"2015-12","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.5","","","","1"
"2016-01","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.4","","","","1"
"2016-02","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.3","","","","1"
"2016-03","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.2","","","","1"
"2016-04","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.1","","","","1"
"2016-05","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","7.1","","","","1"
"2016-06","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.9","","","","1"
"2016-07","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.3","","","","1"
"2016-08","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.9","","","","1"
"2016-09","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.0","","","","1"
"2016-10","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.4","","","","1"
"2016-11","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.4","","","","1"
"2016-12","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.0","","","","1"
"2017-01","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.2","","","","1"
"2017-02","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.3","","","","1"
"2017-03","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","6.4","","","","1"
"2017-04","Abbotsford-Mission, British Columbia","2011S0503932","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446374","44.5.1.1","5.6","","","","1"
